180,Federal Way,WA,Washington,King,47.3091,-122.3358,1677
181,Scandia,WA,Washington,Kitsap,47.7165,-122.6579,292.5
182,Quilcene,WA,Washington,Jefferson,47.8369,-122.9058,119
183,Covada,WA,Washington,Ferry,48.2204,-118.2089,1.9
184,Hartline,WA,Washington,Grant,47.6894,-119.1081,180
185,Juanita,WA,Washington,King,47.7032,-122.2071,3292.4
186,Molson,WA,Washington,Okanogan,48.981,-119.2006,5
187,Daisy,WA,Washington,Stevens,48.3613,-118.16,21.8
188,Sumas,WA,Washington,Whatcom,48.9955,-122.2695,368
189,Mill Creek,WA,Washington,Snohomish,47.8631,-122.2037,1682
190,Lakewood,WA,Washington,Pierce,47.1627,-122.5299,1363
191,Venersborg,WA,Washington,Clark,45.786,-122.4721,77
192,Port Angeles,WA,Washington,Clallam,48.1141,-123.4565,715
193,Fairmont,WA,Washington,Snohomish,47.902,-122.2543,2665.2
194,Wapato,WA,Washington,Yakima,46.4435,-120.4213,1658
195,East Port Orchard,WA,Washington,Kitsap,47.5192,-122.6183,961.3
196,North Omak,WA,Washington,Okanogan,48.444,-119.4459,5.3
197,East Farms,WA,Washington,Spokane,47.7074,-117.0524,753
198,Eschbach,WA,Washington,Yakima,46.667,-120.6337,231.1
199,Chattaroy,WA,Washington,Spokane,47.8896,-117.3577,68.3
200,Inchelium,WA,Washington,Ferry,48.3379,-118.2372,164.9
201,Maxwelton,WA,Washington,Island,47.9373,-122.4443,194.6
202,White Center,WA,Washington,King,47.5086,-122.348,4133.9
203,Medical Lake,WA,Washington,Spokane,47.5713,-117.6896,563
204,Lyman,WA,Washington,Skagit,48.523,-122.0634,261
205,Arlington,WA,Washington,Snohomish,48.1698,-122.144,758
206,Ruston,WA,Washington,Pierce,47.2982,-122.5104,1227
207,McCleary,WA,Washington,Grays Harbor,47.0584,-123.2725,307
208,Sammamish,WA,Washington,King,47.6045,-122.0446,1337
209,Covington,WA,Washington,King,47.3665,-122.105,1359
210,McMillin,WA,Washington,Pierce,47.1286,-122.2374,245.2
211,La Grande,WA,Washington,Pierce,46.8199,-122.2962,8.7
212,Cromwell,WA,Washington,Pierce,47.2743,-122.6224,394.2
213,Berrydale,WA,Washington,King,47.3398,-122.1279,358.7
214,Wenatchee,WA,Washington,Chelan,47.4251,-120.329,1667
215,Urban,WA,Washington,Skagit,48.6179,-122.6921,2.8
216,Maplewood,WA,Washington,Pierce,47.3715,-122.5689,153.7
217,Marys Corner,WA,Washington,Lewis,46.5471,-122.8226,112.6
218,Mattawa,WA,Washington,Grant,46.7365,-119.9023,2289
219,Cove,WA,Washington,King,47.452,-122.5079,125.5
220,Chico,WA,Washington,Kitsap,47.6234,-122.7198,438.7
221,Maple Falls,WA,Washington,Whatcom,48.9135,-122.1049,154.4
222,Colvos,WA,Washington,King,47.4762,-122.4907,118.3
223,Ames Lake,WA,Washington,King,47.6346,-121.9664,379.3
224,Ellisforde,WA,Washington,Okanogan,48.7899,-119.4012,28.7
225,Pine Lake,WA,Washington,King,47.5787,-122.0462,1057.1
226,Tampico,WA,Washington,Yakima,46.5325,-120.8727,35.6
227,Colton,WA,Washington,Whitman,46.5677,-117.1284,304
228,Usk,WA,Washington,Pend Oreille,48.3138,-117.2797,120
229,Cle Elum,WA,Washington,Kittitas,47.1937,-120.9575,197
230,Omak,WA,Washington,Okanogan,48.4214,-119.5178,539
231,Harrington,WA,Washington,Lincoln,47.4799,-118.2555,405
232,Sedro-Woolley,WA,Washington,Skagit,48.5095,-122.2344,1128
233,Cherry Grove,WA,Washington,Clark,45.8021,-122.5764,120.6
234,La Push,WA,Washington,Clallam,47.9087,-124.6366,149.1
235,Lake Ketchum,WA,Washington,Snohomish,48.282,-122.348,352.6
236,Arletta,WA,Washington,Pierce,47.2901,-122.6676,251.3
237,Opportunity,WA,Washington,Spokane,47.6574,-117.2399,1210.6
238,Glenoma,WA,Washington,Lewis,46.5146,-122.1601,30.1
239,Curlew,WA,Washington,Ferry,48.8777,-118.6045,66.4
240,Midland,WA,Washington,Pierce,47.1734,-122.412,783.9
241,Adna,WA,Washington,Lewis,46.629,-123.0612,72
242,Roslyn,WA,Washington,Kittitas,47.2511,-121.0992,81
243,Deer Park,WA,Washington,Spokane,47.9642,-117.4398,223
244,Tracyton,WA,Washington,Kitsap,47.6095,-122.6533,787.1
245,Hunts Point,WA,Washington,King,47.6418,-122.2289,552
246,Koontzville,WA,Washington,Okanogan,48.0157,-118.9472,27.6
247,Fruitland,WA,Washington,Stevens,48.071,-118.1989,5.1
248,Chewelah,WA,Washington,Stevens,48.2929,-117.7337,341
249,Mohler,WA,Washington,Lincoln,47.4049,-118.3291,4
250,East Renton Highlands,WA,Washington,King,47.4718,-122.0854,318.4
251,Sunnyside,WA,Washington,Yakima,46.3159,-120.0058,843
252,Long Lake,WA,Washington,Lincoln,47.836,-117.8488,11.4
253,Wauna,WA,Washington,Pierce,47.3862,-122.6692,429.3
254,Liberty,WA,Washington,Kittitas,47.2537,-120.6654,15
255,Normandy Park,WA,Washington,King,47.4344,-122.3436,1019
256,Parkwood,WA,Washington,Kitsap,47.5266,-122.5986,918.9
257,Jamestown,WA,Washington,Clallam,48.1229,-123.0911,145.8
258,Forks,WA,Washington,Clallam,47.9526,-124.3906,354
259,Wallula,WA,Washington,Walla Walla,46.0847,-118.9056,213
260,SeaTac,WA,Washington,King,47.4444,-122.2985,1111
261,Royal City,WA,Washington,Grant,46.9,-119.6143,629
262,Beaux Arts Village,WA,Washington,King,47.5853,-122.2009,1515
263,Steilacoom,WA,Washington,Pierce,47.1702,-122.5938,1191
264,Northport,WA,Washington,Stevens,48.9158,-117.7799,193
265,Eldon,WA,Washington,Mason,47.5454,-123.046,9.2
266,Ridgefield,WA,Washington,Clark,45.8112,-122.7053,385
267,Ryderwood,WA,Washington,Cowlitz,46.375,-123.0441,332.9
268,Manchester,WA,Washington,Kitsap,47.5519,-122.5517,870.2
269,Vashon Heights,WA,Washington,King,47.5057,-122.4654,492.3
270,Salmon Creek,WA,Washington,Clark,45.7099,-122.6632,406.7
271,Vantage,WA,Washington,Kittitas,46.9453,-119.9922,116
272,Creston,WA,Washington,Lincoln,47.7596,-118.5199,205
273,Soap Lake,WA,Washington,Grant,47.3884,-119.4905,467
274,Silver Firs,WA,Washington,Snohomish,47.8635,-122.1497,2275.3
275,Plaza,WA,Washington,Spokane,47.3202,-117.3838,23.5
276,Machias,WA,Washington,Snohomish,47.9917,-122.0515,258.3
277,Neah Bay,WA,Washington,Clallam,48.3612,-124.6115,1589.2
278,Malo,WA,Washington,Ferry,48.7996,-118.612,27.2
279,Clyde Hill,WA,Washington,King,47.6303,-122.218,1195
280,Keyport,WA,Washington,Kitsap,47.6993,-122.6232,579.7
281,North Yelm,WA,Washington,Thurston,46.9647,-122.6029,190.9
282,Grand Coulee,WA,Washington,Grant,47.9388,-119.003,324
283,Outlook,WA,Washington,Yakima,46.3312,-120.0913,169.6
284,Clinton,WA,Washington,Island,47.9731,-122.3577,487.7
285,Evans,WA,Washington,Stevens,48.7135,-118.0253,20.2
286,Browns Point,WA,Washington,Pierce,47.3036,-122.4369,1179.1
287,Kennewick,WA,Washington,Benton,46.1979,-119.1732,1134
288,North Marysville,WA,Washington,Snohomish,48.111,-122.1459,77.3
289,Beaver Valley,WA,Washington,Jefferson,47.9259,-122.7302,34.3
290,Ahtanum,WA,Washington,Yakima,46.5581,-120.6058,323.4
291,Carbonado,WA,Washington,Pierce,47.0805,-122.0537,614
292,Hyak,WA,Washington,Kittitas,47.3929,-121.3929,69.4
293,Arlington Heights,WA,Washington,Snohomish,48.2119,-122.0631,226.1
294,North Sultan,WA,Washington,Snohomish,47.8828,-121.8251,306.2
295,Pullman,WA,Washington,Whitman,46.7327,-117.1634,1300
296,Longview,WA,Washington,Cowlitz,46.1471,-122.9642,991
297,Adelaide,WA,Washington,King,47.3309,-122.3604,1388.4
298,Peaceful Valley,WA,Washington,Whatcom,48.9477,-122.1406,762.6
299,West Richland,WA,Washington,Benton,46.3115,-119.3996,249
300,Fife Heights,WA,Washington,Pierce,47.2586,-122.3454,523.6
301,Manson,WA,Washington,Chelan,47.8858,-120.1563,683.5
302,Sprague,WA,Washington,Lincoln,47.3003,-117.9757,261
303,Cosmopolis,WA,Washington,Grays Harbor,46.9541,-123.7727,464
304,Redondo,WA,Washington,King,47.3484,-122.3235,1190.8
305,Waller,WA,Washington,Pierce,47.2035,-122.37,818.3
306,Addy,WA,Washington,Stevens,48.3588,-117.8372,279.3
307,Matlock,WA,Washington,Mason,47.2379,-123.4079,1.4
308,Longbranch,WA,Washington,Pierce,47.2257,-122.7739,97.4
309,North Bonneville,WA,Washington,Skamania,45.6426,-121.9695,157
310,Pomeroy,WA,Washington,Garfield,46.4739,-117.5971,306
311,Colville,WA,Washington,Stevens,48.545,-117.8975,622
312,Palmer,WA,Washington,King,47.3143,-121.8923,36.7
313,Skyway,WA,Washington,King,47.4915,-122.2543,2440.5
314,Medina,WA,Washington,King,47.6257,-122.2338,866
315,Algona,WA,Washington,King,47.2819,-122.2504,939
316,Nine Mile Falls,WA,Washington,Spokane,47.7757,-117.5461,53.5
317,Black Diamond,WA,Washington,King,47.313,-122.0181,258
318,Gold Bar,WA,Washington,Snohomish,47.8562,-121.6919,798
319,Mesa,WA,Washington,Franklin,46.5736,-119.0013,114
320,Cavalero Corner,WA,Washington,Snohomish,47.9782,-122.1349,149.6
321,Lilliwaup,WA,Washington,Mason,47.4634,-123.1143,34.3
322,La Conner,WA,Washington,Skagit,48.3925,-122.4945,874
323,Sheridan Beach,WA,Washington,King,47.7448,-122.2882,2013
324,Lincoln,WA,Washington,Lincoln,47.829,-118.415,18.3
325,Markham,WA,Washington,Grays Harbor,46.9155,-123.9814,47.4
326,Eltopia,WA,Washington,Franklin,46.4587,-119.0172,79.4
327,Stevenson,WA,Washington,Skamania,45.6944,-121.8933,358
328,Greenwater,WA,Washington,Pierce,47.1467,-121.6327,55.3
329,Copalis Beach,WA,Washington,Grays Harbor,47.1205,-124.1722,111.7
330,Roosevelt,WA,Washington,Snohomish,47.8923,-122.0123,106.3
331,La Crosse,WA,Washington,Whitman,46.8027,-117.9014,157
332,Summit,WA,Washington,Pierce,47.1694,-122.3629,647.3
333,Ohop,WA,Washington,Pierce,46.9457,-122.1907,2.7
334,Malden,WA,Washington,Whitman,47.2296,-117.4732,118
335,Beverly,WA,Washington,Grant,46.8368,-119.9331,205.8
336,Prosser,WA,Washington,Benton,46.2065,-119.7659,513
337,Lake Roesiger,WA,Washington,Snohomish,47.9839,-121.9129,11.9
338,Fern Prairie,WA,Washington,Clark,45.637,-122.3963,172.1
339,Maple Valley,WA,Washington,King,47.3664,-122.037,1731
340,Gifford,WA,Washington,Stevens,48.3063,-118.1464,2.2
341,Auburn,WA,Washington,King,47.3039,-122.2108,1008
342,Burton,WA,Washington,King,47.389,-122.4607,438.4
343,Burlington,WA,Washington,Skagit,48.4676,-122.3298,796
344,Carrolls,WA,Washington,Cowlitz,46.0715,-122.8623,126.6
345,Bayne,WA,Washington,King,47.2951,-121.9096,10.2
346,East Cathlamet,WA,Washington,Wahkiakum,46.1968,-123.358,636.3
347,Purdy,WA,Washington,Pierce,47.3938,-122.6114,379.3
348,Kapowsin,WA,Washington,Pierce,46.9727,-122.2272,55.4
349,Ketron,WA,Washington,Pierce,47.1569,-122.6343,1.9
350,Connell,WA,Washington,Franklin,46.6627,-118.8403,265
351,Shore Acres,WA,Washington,Pierce,47.3104,-122.5715,787
352,Clear Lake,WA,Washington,Skagit,48.4561,-122.2378,370.7
353,Kittitas,WA,Washington,Kittitas,46.9844,-120.4198,765
354,Bucoda,WA,Washington,Thurston,46.7969,-122.8679,388
355,Ardenvoir,WA,Washington,Chelan,47.7373,-120.369,83.7
356,Ellisport,WA,Washington,King,47.4204,-122.4354,329.3
357,Bainbridge Island,WA,Washington,Kitsap,47.6439,-122.5434,341
358,Danville,WA,Washington,Ferry,48.9938,-118.5068,13.7
359,Hazelwood,WA,Washington,King,47.5509,-122.1915,781.7
360,Holly,WA,Washington,Kitsap,47.5576,-122.9785,23.6
361,Valley,WA,Washington,Stevens,48.173,-117.7244,111.2
362,Republic,WA,Washington,Ferry,48.6485,-118.733,259
363,Odessa,WA,Washington,Lincoln,47.3326,-118.6893,408
364,Edgewood,WA,Washington,Pierce,47.2309,-122.2832,492
365,Rice,WA,Washington,Stevens,48.4288,-118.1703,13.4
366,Shoreline,WA,Washington,King,47.7563,-122.3425,1830
367,Cusick,WA,Washington,Pend Oreille,48.3327,-117.2963,152
368,Virginia,WA,Washington,Kitsap,47.7073,-122.6374,327.7
369,Concrete,WA,Washington,Skagit,48.5371,-121.7511,238
370,Langley,WA,Washington,Island,48.0336,-122.408,393
371,Othello,WA,Washington,Adams,46.8226,-119.1654,820
372,North City,WA,Washington,King,47.7557,-122.3135,2860.9
373,Hazel Dell,WA,Washington,Clark,45.6797,-122.6553,1388.9
374,Colfax,WA,Washington,Whitman,46.9032,-117.3386,295
375,Metaline,WA,Washington,Pend Oreille,48.8539,-117.3898,215
376,Randle,WA,Washington,Lewis,46.5351,-121.957,29.6
377,Millwood,WA,Washington,Spokane,47.6858,-117.2805,983
378,Snoqualmie Pass,WA,Washington,Kittitas,47.4015,-121.411,78
379,Bangor,WA,Washington,Kitsap,47.7209,-122.746,240.9
380,Thorp,WA,Washington,Kittitas,47.0655,-120.6709,95.3
381,Tahlequah,WA,Washington,King,47.3326,-122.5073,179.8
382,Prescott,WA,Washington,Walla Walla,46.2989,-118.3126,290
383,Buckley,WA,Washington,Pierce,47.1614,-122.02,466
384,Dalkena,WA,Washington,Pend Oreille,48.2449,-117.2377,45.3
385,Leland,WA,Washington,Jefferson,47.8918,-122.8866,7.1
386,Fruitvale,WA,Washington,Yakima,46.6179,-120.5531,513.9
387,Port Hadlock,WA,Washington,Jefferson,48.0318,-122.7582,187.6
388,University Place,WA,Washington,Pierce,47.2146,-122.5461,1525
389,Morton,WA,Washington,Lewis,46.5576,-122.2815,537
390,Deep River,WA,Washington,Wahkiakum,46.3523,-123.6983,8.6
391,Elberton,WA,Washington,Whitman,46.9813,-117.2213,5.1
392,Kingston,WA,Washington,Kitsap,47.8014,-122.4989,402.1
393,Palouse,WA,Washington,Whitman,46.9103,-117.0753,375
394,Vader,WA,Washington,Lewis,46.4046,-122.9569,261
395,Donald,WA,Washington,Yakima,46.4737,-120.3923,29.1
396,Miles,WA,Washington,Lincoln,47.9107,-118.2925,11.7
397,Asotin,WA,Washington,Asotin,46.3372,-117.043,477
398,Joyce,WA,Washington,Clallam,48.1365,-123.7341,48.1
399,Eagledale,WA,Washington,Kitsap,47.6143,-122.5154,447.1
400,Port Ludlow,WA,Washington,Jefferson,47.9101,-122.7006,598.8
401,Loomis,WA,Washington,Okanogan,48.8235,-119.6398,154.6
402,New London,WA,Washington,Grays Harbor,47.0573,-123.9271,22.5
403,Desert Aire,WA,Washington,Grant,46.6873,-119.9311,367.3
404,Poulsbo,WA,Washington,Kitsap,47.7417,-122.6408,846
405,Cedonia,WA,Washington,Stevens,48.1538,-118.1692,22.2
406,Union,WA,Washington,Mason,47.3475,-123.0952,196.1
407,Suquamish,WA,Washington,Kitsap,47.7236,-122.5831,1418.8
408,Deep Creek,WA,Washington,Spokane,47.6429,-117.7122,20.5
409,Yoman,WA,Washington,Pierce,47.1865,-122.7062,15.4
410,Cordell,WA,Washington,Okanogan,48.8665,-119.412,7.7
411,Hoquiam,WA,Washington,Grays Harbor,46.9857,-123.9006,358
412,Nespelem,WA,Washington,Okanogan,48.1669,-118.9724,569
413,Ephrata,WA,Washington,Grant,47.3119,-119.5342,299
